accident_id,district_code,accident_month,accident_hour,accident_weekday,accident_category_code,accident_type_code,involves_bicycle,involves_pedestrian,longitude,latitude
218272,6,12,17,2,2,6,f,t,13.29929766,52.41236077
218271,4,12,15,2,3,6,f,t,13.31428247,52.49033399
218269,9,12,15,4,3,6,f,t,13.56770712,52.44061838
218267,1,12,13,4,3,1,t,f,13.32989113,52.52453981
218262,8,12,7,4,3,6,f,t,13.50180403,52.4180801
218261,6,12,11,3,3,6,f,t,13.30302488,52.42725425
218259,1,12,17,4,3,5,t,f,13.39114199,52.51454916
218258,11,12,17,5,3,6,f,t,13.50862698,52.56476865
218252,6,12,17,3,3,5,t,f,13.29857707,52.45764913
218250,11,12,9,4,2,6,f,t,13.51935885,52.47713538
218248,4,12,19,5,3,5,t,f,13.31411359,52.4721202
218247,7,12,20,7,3,6,f,t,13.35251798,52.49790241
218245,8,11,16,2,3,6,f,t,13.47663288,52.46253889
218243,6,12,9,4,3,6,f,t,13.29513047,52.44440102
218239,2,12,14,3,3,5,t,f,13.38937697,52.49596341
218233,11,11,16,3,3,5,t,f,13.47786412,52.51018936
218232,7,12,10,2,2,6,f,t,13.4043081,52.403946
218230,9,12,14,4,3,6,f,t,13.57985373,52.45924201
218224,9,12,18,4,3,6,f,t,13.57985063,52.459236
218222,3,12,6,4,2,2,t,f,13.39813671,52.56755109
218219,11,12,14,5,3,5,t,f,13.51965164,52.5058593
218212,5,12,7,4,3,5,t,f,13.1934463,52.54905891
218211,1,12,14,3,3,1,t,f,13.40491439,52.53408772
218208,6,12,18,5,3,1,t,f,13.32363504,52.46498199
218205,2,12,15,7,3,6,f,t,13.39434303,52.49120677
218202,1,12,17,2,3,6,t,t,13.37974976,52.52261416
218201,6,12,8,5,1,6,f,t,13.27390024,52.43569101
218198,4,12,12,5,3,5,t,f,13.31784132,52.48800935
218196,11,11,7,2,3,5,t,f,13.47975866,52.51621366
218195,4,12,19,7,3,6,f,t,13.32254572,52.48662087
218187,2,12,8,6,3,5,t,f,13.38902943,52.48978784
218180,1,12,16,7,2,6,f,t,13.35770343,52.52595087
218175,1,12,14,4,3,6,f,t,13.35069274,52.55803189
218167,3,12,17,5,3,5,t,f,13.43255313,52.55771837
218166,7,12,17,6,3,1,t,f,13.37685555,52.4620702
218165,10,12,14,6,3,6,t,t,13.60343529,52.54243405
218163,10,12,16,6,3,5,t,f,13.59899829,52.52825262
218162,11,12,5,4,3,5,t,f,13.52806849,52.55687855
218158,1,12,11,3,3,5,t,f,13.39885781,52.54247391
218157,1,12,9,7,2,6,f,t,13.3653438,52.55710505
218155,12,12,7,6,3,6,f,t,13.36067023,52.59692238
218149,8,10,14,7,3,5,t,f,13.45459483,52.47455955
218148,8,11,9,3,3,5,t,f,13.44258075,52.48040159
218147,3,11,18,5,3,5,t,f,13.41315591,52.54768283
218146,11,10,16,6,3,5,t,f,13.55596081,52.57028005
218143,8,10,21,3,3,6,f,t,13.42669492,52.48743613
